batch,topic,index,sample,model,api,response_1,logprobs_1a,logprobs_1b,response_2,logprobs_2a,logprobs_2b
47,Hobbies & Leisure,176,301,gpt-4,chat,b,-11.062516,-1.5809293e-05,b,,-0.0007411343
67,Psychology & Sociology,21,302,gpt-4,chat,a,-0.00095362135,,b,,-0.04039647
75,Science & Technology,96,303,gpt-4,chat,a,-0.0046202415,-5.37962,b,,-0.00215728
73,Science & Technology,549,304,gpt-4,chat,a,-0.00050239684,,a,-0.0006346396,
20,Education & Learning,217,305,gpt-4,chat,a,-8.76891e-05,,a,-9.770221e-05,
7,Business & Finance,184,306,gpt-4,chat,a,-0.064976186,,a,-0.093869925,
19,Education & Learning,218,307,gpt-4,chat,a,-0.008800106,,b,,-0.005060606
11,Careers & Employment,432,308,gpt-4,chat,a,-0.0001135563,,a,-5.407367e-05,
23,Entertainment,68,309,gpt-4,chat,b,,-0.012627013,b,,-0.0052578337
11,Careers & Employment,571,310,gpt-4,chat,a,-0.00012403888,,a,-0.0001627764,
41,History & Archaeology,559,311,gpt-4,chat,a,-0.0054643867,,b,,-0.015167526
80,Social Issues & Ethics,251,312,gpt-4,chat,a,-0.0015283134,,a,-0.016407225,
81,Social Issues & Ethics,570,313,gpt-4,chat,a,-0.00848621,,b,,-0.15104531
32,Food & Culinary,17,314,gpt-4,chat,a,-0.047562234,,b,-1.4894313,-0.44045055
21,Entertainment,370,315,gpt-4,chat,a,-0.0007348202,,b,,-0.07335108
16,Education & Learning,74,316,gpt-4,chat,a,-0.00025657137,,a,-4.1914896e-05,
65,Politics & Governance,560,317,gpt-4,chat,a,-0.0012554689,,a,-0.0053356243,
82,Social Issues & Ethics,506,318,gpt-4,chat,a,-0.004836415,,a,-0.0006909899,
80,Social Issues & Ethics,220,319,gpt-4,chat,a,-0.06682518,,a,-9.639097e-05,
26,Fashion & Beauty,553,320,gpt-4,chat,a,-0.16491506,,a,-0.044916186,
8,Business & Finance,134,321,gpt-4,chat,a,-0.028405571,,a,-0.0006805036,
92,Travel & Tourism,297,322,gpt-4,chat,a,-6.0403323,,b,,-0.007277207
64,Politics & Governance,50,323,gpt-4,chat,a,-0.00017994174,,a,-6.0033854e-05,
19,Education & Learning,94,324,gpt-4,chat,a,-1.0683535e-05,,a,-0.00011462913,
23,Entertainment,401,325,gpt-4,chat,a,-0.11932114,,b,,-0.012767437
81,Social Issues & Ethics,459,326,gpt-4,chat,a,-0.00033057848,,b,,-0.06305427
58,Philosophy & Religion,517,327,gpt-4,chat,a,-0.00023464888,,b,,-0.041664213
6,Business & Finance,354,328,gpt-4,chat,b,-2.0050585,-0.1779787,b,-6.2418537,-0.0028935596
85,Sports & Fitness,25,329,gpt-4,chat,b,,-4.6665807,b,,-0.004850769
80,Social Issues & Ethics,560,330,gpt-4,chat,a,-0.0015468836,,a,-0.051624015,
10,Business & Finance,24,331,gpt-4,chat,a,-0.00039385364,,a,-0.0010521037,
1,Art & Design,96,332,gpt-4,chat,a,-0.008075954,,a,-0.043382797,-3.6159346
64,Politics & Governance,128,333,gpt-4,chat,a,-0.0015928227,,a,-0.0003317705,
85,Sports & Fitness,559,334,gpt-4,chat,b,,-0.0053417864,b,,-0.0060777524
6,Business & Finance,368,335,gpt-4,chat,b,-1.225745,-0.4386279,b,,-0.020643847
32,Food & Culinary,454,336,gpt-4,chat,a,-0.61406,-1.0965962,b,,-0.11680085
6,Business & Finance,332,337,gpt-4,chat,b,,-0.026325496,b,-1.534222,-0.24434318
32,Food & Culinary,518,338,gpt-4,chat,b,,-0.002814744,b,,-0.0053014695
30,Fashion & Beauty,201,339,gpt-4,chat,a,-0.0019286326,-6.251929,a,-0.0046574916,
36,Healthcare & Medicine,321,340,gpt-4,chat,a,-0.008667283,,b,,-0.050125998
39,Healthcare & Medicine,413,341,gpt-4,chat,a,-0.013741363,,b,,-0.16221341
86,Sports & Fitness,473,342,gpt-4,chat,b,,-0.00036609382,b,,-0.0007935436
78,Science & Technology,481,343,gpt-4,chat,b,-3.7709715,-0.03043203,b,,-0.05811293
79,Social Issues & Ethics,474,344,gpt-4,chat,a,-0.0051311697,,b,,-1.1203754
90,Travel & Tourism,299,345,gpt-4,chat,b,,-0.020631814,b,,-0.00040421702
33,Food & Culinary,488,346,gpt-4,chat,b,,-0.27828178,b,,-0.0038878385
35,Food & Culinary,479,347,gpt-4,chat,b,,-0.19448493,b,,-0.12532485
24,Entertainment,331,348,gpt-4,chat,a,-0.007959474,,b,,-0.002015479
83,Social Issues & Ethics,505,349,gpt-4,chat,a,-0.0012623754,,b,,-0.5244322
37,Healthcare & Medicine,28,350,gpt-4,chat,a,-0.0016229337,,b,,-0.00035310065
39,Healthcare & Medicine,48,351,gpt-4,chat,a,-0.005261034,,a,-0.025615443,
27,Fashion & Beauty,296,352,gpt-4,chat,a,-0.002166202,-6.541635,a,-0.29216248,-1.6714959
9,Business & Finance,484,353,gpt-4,chat,a,-0.0226661,,b,,-0.009519132
15,Careers & Employment,399,354,gpt-4,chat,b,,-0.0059015383,b,,-0.0012022546
50,Hobbies & Leisure,69,355,gpt-4,chat,a,-0.0017868021,,b,,-0.031322524
59,Philosophy & Religion,162,356,gpt-4,chat,a,-0.00011319869,,b,-0.83984053,-0.61108077
51,Hobbies & Leisure,117,357,gpt-4,chat,a,-0.0020433175,,a,-0.002908535,
61,Philosophy & Religion,85,358,gpt-4,chat,a,-0.028842656,,a,-0.20402613,
10,Business & Finance,527,359,gpt-4,chat,a,-0.00051347545,,a,-0.01276661,
30,Fashion & Beauty,265,360,gpt-4,chat,a,-9.031158e-05,-9.312591,b,,-0.024674509
13,Careers & Employment,515,361,gpt-4,chat,a,-0.00015395533,,a,-0.00013917775,
29,Fashion & Beauty,363,362,gpt-4,chat,b,,-0.027554143,b,,-0.01278921
54,Law & Legal Issues,350,363,gpt-4,chat,a,-0.00015157493,,a,-0.00033296258,
73,Science & Technology,64,364,gpt-4,chat,a,-0.05435663,,a,-0.0026899136,
89,Travel & Tourism,545,365,gpt-4,chat,a,-0.010844893,,b,,-0.016778192
11,Careers & Employment,50,366,gpt-4,chat,a,-0.00019316968,,a,-5.216641e-05,
74,Science & Technology,154,367,gpt-4,chat,a,-7.9418505e-06,-11.750008,a,-0.00014740281,
86,Sports & Fitness,150,368,gpt-4,chat,a,-0.0030914396,-6.3976035,b,,-0.0004552215
37,Healthcare & Medicine,117,369,gpt-4,chat,a,-0.09441297,-2.406913,b,,-0.005117177
88,Sports & Fitness,99,370,gpt-4,chat,b,,-0.16351564,b,,-0.023786813
4,Art & Design,143,371,gpt-4,chat,a,-0.0058843526,,a,-0.029230345,
79,Social Issues & Ethics,412,372,gpt-4,chat,a,-0.0019101927,,b,,-0.0073264325
56,Law & Legal Issues,422,373,gpt-4,chat,a,-0.00010807293,,a,-0.0005399277,
38,Healthcare & Medicine,304,374,gpt-4,chat,b,-4.859558,-0.008390455,b,,-0.0010981805
34,Food & Culinary,220,375,gpt-4,chat,a,-0.03500088,-3.9256258,b,,-0.021995185
40,Healthcare & Medicine,105,376,gpt-4,chat,a,-0.0016345973,,a,-0.004747199,
17,Education & Learning,206,377,gpt-4,chat,a,-0.00083095155,,a,-8.244414e-05,
22,Entertainment,71,378,gpt-4,chat,b,,-0.0152870435,b,,-7.922564e-05
10,Business & Finance,427,379,gpt-4,chat,a,-0.0017272993,,a,-0.0003706126,
16,Education & Learning,470,380,gpt-4,chat,b,-2.076096,-0.1878668,b,,-0.003520841
77,Science & Technology,513,381,gpt-4,chat,a,-0.002015002,,a,-0.4137419,
31,Food & Culinary,199,382,gpt-4,chat,a,-0.0017237269,,b,,-0.0014565436
5,Art & Design,501,383,gpt-4,chat,b,-3.5298867,-0.040878695,b,,-0.072118826
64,Politics & Governance,357,384,gpt-4,chat,a,-0.024068022,,a,-0.00059378205,
34,Food & Culinary,120,385,gpt-4,chat,a,-0.05671363,,b,,-0.008204495
66,Politics & Governance,52,386,gpt-4,chat,a,-0.0030721873,,b,-4.6462054,-0.012156992
44,History & Archaeology,446,387,gpt-4,chat,a,-0.00034416403,,a,-0.00060497987,
18,Education & Learning,294,388,gpt-4,chat,b,,-0.004998448,b,,-0.0015027176
74,Science & Technology,37,389,gpt-4,chat,a,-0.00087227486,,a,-0.0014660578,
12,Careers & Employment,443,390,gpt-4,chat,a,-0.00017326632,,a,-0.00019340808,
38,Healthcare & Medicine,62,391,gpt-4,chat,b,-1.474813,-0.31207418,b,,-0.007816355
72,Psychology & Sociology,93,392,gpt-4,chat,a,-0.0024008628,,a,-0.0044599087,
91,Travel & Tourism,376,393,gpt-4,chat,b,-4.849051,-0.011166195,b,,-0.0032554308
55,Law & Legal Issues,61,394,gpt-4,chat,a,-0.0021387208,,a,-0.00020044109,
87,Sports & Fitness,81,395,gpt-4,chat,a,-7.314626e-05,,a,-0.000782707,
80,Social Issues & Ethics,83,396,gpt-4,chat,a,-0.0009468304,,a,-0.08938347,
61,Philosophy & Religion,192,397,gpt-4,chat,a,-0.039255504,,b,,-1.1324563
64,Politics & Governance,332,398,gpt-4,chat,a,-0.00084488734,,a,-0.0004586711,
48,Hobbies & Leisure,504,399,gpt-4,chat,a,-0.0046247495,,b,,-0.20327793
40,Healthcare & Medicine,138,400,gpt-4,chat,a,-0.27979985,,b,,-0.07600957
29,Fashion & Beauty,76,401,gpt-4,chat,b,,-0.0032702836,b,,-0.24214691
15,Careers & Employment,397,402,gpt-4,chat,a,-1.3067608e-05,-11.250013,a,-0.00082880585,
44,History & Archaeology,395,403,gpt-4,chat,a,-0.0010923543,,a,-0.0031985121,
71,Psychology & Sociology,321,404,gpt-4,chat,a,-0.00036216015,,a,-0.00020175234,
30,Fashion & Beauty,427,405,gpt-4,chat,a,-0.00053611316,,a,-7.064298e-05,
6,Business & Finance,236,406,gpt-4,chat,b,,-0.01422309,b,,-0.015925381
43,History & Archaeology,171,407,gpt-4,chat,b,,-0.028223414,b,,-0.0016864857
45,History & Archaeology,469,408,gpt-4,chat,a,-0.0011284326,,a,-0.007619638,-4.9675503
6,Business & Finance,471,409,gpt-4,chat,b,,-0.01123008,b,,-0.03896248
3,Art & Design,109,410,gpt-4,chat,a,-0.0031003505,,a,-0.18185614,
66,Politics & Governance,458,411,gpt-4,chat,a,-1.9027791e-05,-10.875019,b,,-0.0057133315
22,Entertainment,67,412,gpt-4,chat,b,,-0.00015908109,b,,-0.002163587
67,Psychology & Sociology,23,413,gpt-4,chat,a,-0.0013653546,,b,,-0.10842592
11,Careers & Employment,130,414,gpt-4,chat,a,-5.0974373e-05,,a,-2.9994528e-05,
74,Science & Technology,304,415,gpt-4,chat,a,-0.00024929992,,a,-0.00079580845,
28,Fashion & Beauty,221,416,gpt-4,chat,a,-0.0011807043,,a,-0.0032480625,
34,Food & Culinary,217,417,gpt-4,chat,a,-0.0012646402,,b,,-0.023376852
47,Hobbies & Leisure,21,418,gpt-4,chat,a,-0.5204872,,b,,-0.0009186048
13,Careers & Employment,130,419,gpt-4,chat,a,-0.00022189408,,a,-4.3464544e-05,
66,Politics & Governance,403,420,gpt-4,chat,a,-0.00044401636,,b,,-0.0012088034
57,Philosophy & Religion,319,421,gpt-4,chat,a,-0.034244094,,a,-0.0018971058,
34,Food & Culinary,230,422,gpt-4,chat,a,-0.12400949,,b,,-0.010863763
56,Law & Legal Issues,295,423,gpt-4,chat,a,-0.0011942753,,a,-7.100059e-05,
1,Art & Design,224,424,gpt-4,chat,a,-7.481511e-05,,b,,-0.000104377614
84,Sports & Fitness,380,425,gpt-4,chat,a,-0.0010143492,,a,-0.00024715427,
24,Entertainment,72,426,gpt-4,chat,a,-0.91566294,,b,,-0.39997768
60,Philosophy & Religion,391,427,gpt-4,chat,b,-3.0121028,-0.09771229,b,,-0.0017919169
53,Law & Legal Issues,363,428,gpt-4,chat,a,-0.00018899754,,a,-0.00074685604,
2,Art & Design,205,429,gpt-4,chat,a,-0.00011415232,,a,-0.00014954848,
77,Science & Technology,380,430,gpt-4,chat,a,-0.005521293,-5.279432,a,-0.021690767,-4.1760335
88,Sports & Fitness,445,431,gpt-4,chat,b,,-0.010546743,b,,-0.0036143241
22,Entertainment,52,432,gpt-4,chat,b,,-0.0021494273,b,,-0.00013500563
35,Food & Culinary,266,433,gpt-4,chat,a,-0.07256315,,b,,-0.0034659521
59,Philosophy & Religion,452,434,gpt-4,chat,a,-2.486877e-05,,a,-0.0017321793,-6.7397695
44,History & Archaeology,253,435,gpt-4,chat,a,-0.0010526961,,a,-0.061516825,
19,Education & Learning,14,436,gpt-4,chat,a,-0.0005089494,,a,-0.00012178135,
37,Healthcare & Medicine,443,437,gpt-4,chat,b,-4.2080903,-0.016182521,b,,-0.03051714
48,Hobbies & Leisure,58,438,gpt-4,chat,b,,-0.0024034816,b,,-0.002908062
59,Philosophy & Religion,207,439,gpt-4,chat,a,-0.00015550498,,a,-0.119017765,-2.694938
92,Travel & Tourism,228,440,gpt-4,chat,b,,-0.0020385603,b,,-0.0005063269
26,Fashion & Beauty,172,441,gpt-4,chat,a,-0.0032505544,,b,,-0.09131408
32,Food & Culinary,216,442,gpt-4,chat,a,-0.022434505,,b,,-0.39053696
65,Politics & Governance,251,443,gpt-4,chat,a,-0.007032905,,a,-0.0011758207,
58,Philosophy & Religion,209,444,gpt-4,chat,a,-0.0002389402,,b,-1.0698292,-0.5540193
20,Education & Learning,165,445,gpt-4,chat,a,-5.669615e-05,,a,-5.3954464e-05,
21,Entertainment,436,446,gpt-4,chat,a,-0.0013523798,,a,-0.005175763,
77,Science & Technology,10,447,gpt-4,chat,a,-0.0011621269,,a,-0.000764003,
55,Law & Legal Issues,116,448,gpt-4,chat,a,-0.0004295964,,a,-2.486877e-05,
20,Education & Learning,123,449,gpt-4,chat,a,-0.00011963568,,b,,-0.000952433
73,Science & Technology,314,450,gpt-4,chat,a,-0.0004589095,,a,-0.0036670563,
40,Healthcare & Medicine,404,451,gpt-4,chat,a,-0.004219909,,a,-0.008900311,
40,Healthcare & Medicine,115,452,gpt-4,chat,a,-0.022920365,,a,-0.0060726567,
25,Entertainment,308,453,gpt-4,chat,a,-0.0067589483,,b,,-0.0024464005
92,Travel & Tourism,207,454,gpt-4,chat,a,-0.09183828,,a,-0.0135612255,
22,Entertainment,176,455,gpt-4,chat,b,,-0.008987394,b,,-0.0019474374
30,Fashion & Beauty,402,456,gpt-4,chat,b,-1.2765992,-0.49880522,b,,-0.072120935
89,Travel & Tourism,84,457,gpt-4,chat,a,-0.0024568685,,a,-0.0024592488,
78,Science & Technology,159,458,gpt-4,chat,b,,-0.4824223,a,-0.07500798,
7,Business & Finance,16,459,gpt-4,chat,a,-0.019176664,,a,-0.00039516488,
6,Business & Finance,329,460,gpt-4,chat,a,-0.011971968,-4.8024535,a,-0.237365,-1.637008
27,Fashion & Beauty,31,461,gpt-4,chat,a,-0.002825085,,a,-0.031856474,
72,Psychology & Sociology,208,462,gpt-4,chat,a,-0.019369014,,a,-0.009937293,
73,Science & Technology,114,463,gpt-4,chat,a,-0.0014002372,,a,-0.00027134892,
5,Art & Design,376,464,gpt-4,chat,a,-8.089449e-05,,b,,-0.0053113084
8,Business & Finance,169,465,gpt-4,chat,a,-0.0008155853,,a,-0.00021319589,
85,Sports & Fitness,138,466,gpt-4,chat,b,,-0.008477112,b,,-0.002443789
76,Science & Technology,77,467,gpt-4,chat,a,-0.00043543737,,a,-0.00025323365,
51,Hobbies & Leisure,49,468,gpt-4,chat,a,-0.17888512,,a,-0.0016706573,
8,Business & Finance,318,469,gpt-4,chat,a,-0.031029725,,a,-0.0048684496,
51,Hobbies & Leisure,380,470,gpt-4,chat,a,-0.0026200125,,b,,-0.003965367
46,History & Archaeology,113,471,gpt-4,chat,a,-0.0002676536,,b,-3.1031237,-0.080285184
18,Education & Learning,47,472,gpt-4,chat,a,-0.005292815,,b,,-0.013679516
5,Art & Design,41,473,gpt-4,chat,a,-0.0005967585,,b,-1.0531688,-0.56346846
76,Science & Technology,190,474,gpt-4,chat,a,-0.0006020034,,a,-0.00084738695,
10,Business & Finance,105,475,gpt-4,chat,a,-0.002988517,,a,-0.000645599,
79,Social Issues & Ethics,312,476,gpt-4,chat,a,-0.004377429,,b,-5.0839806,-0.008016479
33,Food & Culinary,175,477,gpt-4,chat,b,,-4.683084,b,,-0.00731862
25,Entertainment,110,478,gpt-4,chat,a,-0.00093825866,,b,,-0.02134168
80,Social Issues & Ethics,64,479,gpt-4,chat,a,-0.0030076539,,a,-0.0014043984,
54,Law & Legal Issues,173,480,gpt-4,chat,a,-0.0006000962,,a,-0.001897225,
67,Psychology & Sociology,70,481,gpt-4,chat,a,-0.00016969022,,b,-11.187514,-1.3902034e-05
61,Philosophy & Religion,409,482,gpt-4,chat,a,-0.0779063,,b,,-0.028797606
9,Business & Finance,107,483,gpt-4,chat,a,-0.00025561772,,a,-0.0006071255,
48,Hobbies & Leisure,373,484,gpt-4,chat,a,-0.07496453,-2.7358837,b,-1.4040656,-0.29430908
44,History & Archaeology,385,485,gpt-4,chat,a,-0.00017708084,,a,-0.0003196154,
84,Sports & Fitness,35,486,gpt-4,chat,a,-0.0004992975,,a,-0.0003801489,
77,Science & Technology,160,487,gpt-4,chat,a,-2.9756122e-05,,a,-0.00019018957,
40,Healthcare & Medicine,144,488,gpt-4,chat,a,-0.00059985777,,a,-0.0014805787,
47,Hobbies & Leisure,291,489,gpt-4,chat,b,,-0.0550758,b,,-0.00034130315
2,Art & Design,373,490,gpt-4,chat,a,-0.000181849,,a,-4.9663133e-05,
89,Travel & Tourism,159,491,gpt-4,chat,a,-0.8718687,,b,,-0.004676592
72,Psychology & Sociology,334,492,gpt-4,chat,a,-0.0029363406,,b,-1.3726448,-0.2972664
87,Sports & Fitness,33,493,gpt-4,chat,a,-0.009549481,,a,-0.08383111,
76,Science & Technology,262,494,gpt-4,chat,a,-0.016781706,,a,-0.0015339049,
37,Healthcare & Medicine,157,495,gpt-4,chat,a,-0.009452062,,a,-0.15226224,-2.1403546
50,Hobbies & Leisure,183,496,gpt-4,chat,a,-0.006085327,,a,-0.20094532,
25,Entertainment,242,497,gpt-4,chat,a,-0.00027242178,,a,-0.3124263,-1.3413646
83,Social Issues & Ethics,295,498,gpt-4,chat,a,-0.29223093,,a,-0.026221573,
41,History & Archaeology,29,499,gpt-4,chat,a,-0.009966319,,b,,-0.005675753
46,History & Archaeology,195,500,gpt-4,chat,b,-2.6391432,-0.09226818,a,-0.0028287696,
91,Travel & Tourism,82,501,gpt-4,chat,b,-3.431839,-0.05683899,b,,-0.028203012
40,Healthcare & Medicine,61,502,gpt-4,chat,a,-0.010778856,,b,,-0.0010225669
38,Healthcare & Medicine,370,503,gpt-4,chat,b,,-0.07690816,b,,-0.0024821963
15,Careers & Employment,135,504,gpt-4,chat,a,-0.00058460707,,a,-0.003377219,
49,Hobbies & Leisure,317,505,gpt-4,chat,a,-0.0052028093,,a,-0.009010776,
83,Social Issues & Ethics,209,506,gpt-4,chat,a,-0.50096905,,a,-0.006913338,
9,Business & Finance,392,507,gpt-4,chat,a,-0.00028576894,,a,-0.0004388943,
19,Education & Learning,268,508,gpt-4,chat,a,-0.00020759332,,a,-0.00017469678,
52,Law & Legal Issues,112,509,gpt-4,chat,a,-0.00039778004,,a,-8.418666e-06,-11.687509
63,Politics & Governance,1,510,gpt-4,chat,a,-0.11545046,,b,,-0.034723423
42,History & Archaeology,299,511,gpt-4,chat,b,,-0.0013511877,b,,-0.002582797
92,Travel & Tourism,381,512,gpt-4,chat,b,,-0.0155917825,b,,-0.009794576
24,Entertainment,387,513,gpt-4,chat,b,,-0.0051904707,b,,-0.0007327937
50,Hobbies & Leisure,148,514,gpt-4,chat,b,,-0.020052908,b,,-0.004079828
50,Hobbies & Leisure,400,515,gpt-4,chat,a,-0.0153113445,,b,,-0.75050443
62,Politics & Governance,99,516,gpt-4,chat,a,-1.1333103,,a,-0.014638095,
5,Art & Design,223,517,gpt-4,chat,a,-0.0002484655,,b,,-0.0027852654
32,Food & Culinary,70,518,gpt-4,chat,a,-0.008942135,,b,,-0.00042971558
30,Fashion & Beauty,90,519,gpt-4,chat,a,-0.002581605,,a,-0.7251145,-0.7404267
35,Food & Culinary,22,520,gpt-4,chat,b,,-0.5139062,b,,-0.020474738
30,Fashion & Beauty,15,521,gpt-4,chat,a,-0.015510797,-4.411621,a,-0.004647642,
24,Entertainment,217,522,gpt-4,chat,b,,-0.092757866,b,,-0.004577515
53,Law & Legal Issues,106,523,gpt-4,chat,a,-0.00010831134,,a,-0.00014001218,
27,Fashion & Beauty,260,524,gpt-4,chat,a,-0.017087264,,a,-0.014993171,
12,Careers & Employment,121,525,gpt-4,chat,a,-0.0018201241,,a,-2.2365493e-05,
28,Fashion & Beauty,277,526,gpt-4,chat,a,-0.0006099864,,a,-0.10647241,
58,Philosophy & Religion,221,527,gpt-4,chat,a,-0.0022843108,,b,,-0.0002939903
86,Sports & Fitness,310,528,gpt-4,chat,a,-0.005852828,,b,,-0.002524888
29,Fashion & Beauty,41,529,gpt-4,chat,a,-0.003861236,,b,,-0.040173534
52,Law & Legal Issues,242,530,gpt-4,chat,a,-0.00011117222,-9.673362,a,-9.996708e-05,
52,Law & Legal Issues,39,531,gpt-4,chat,a,-6.46828e-05,,a,-9.6867785e-05,
49,Hobbies & Leisure,69,532,gpt-4,chat,a,-0.0015762828,,a,-0.0013783294,
56,Law & Legal Issues,273,533,gpt-4,chat,a,-0.61048275,,a,-0.00015002528,
68,Psychology & Sociology,196,534,gpt-4,chat,b,,-0.0031343473,b,,-0.0021646523
92,Travel & Tourism,268,535,gpt-4,chat,a,-0.005040083,,b,,-0.012998099
68,Psychology & Sociology,231,536,gpt-4,chat,b,,-0.0009560054,b,,-0.0034697556
31,Food & Culinary,43,537,gpt-4,chat,a,-0.0018747397,,b,,-0.0035815376
40,Healthcare & Medicine,299,538,gpt-4,chat,a,-0.0045283847,,a,-0.0043387334,
68,Psychology & Sociology,233,539,gpt-4,chat,a,-0.0014746295,,b,,-0.007790213
62,Politics & Governance,134,540,gpt-4,chat,a,-0.00012987986,,a,-0.000849771,
34,Food & Culinary,126,541,gpt-4,chat,b,,-0.011744369,b,,-0.0058334065
5,Art & Design,257,542,gpt-4,chat,b,-2.7593312,-0.12621175,b,,-0.0046724454
26,Fashion & Beauty,265,543,gpt-4,chat,a,-0.0067821657,-5.253179,b,,-0.0029604658
64,Politics & Governance,58,544,gpt-4,chat,a,-0.06997301,,a,-0.0010930694,
53,Law & Legal Issues,98,545,gpt-4,chat,a,-0.0034284121,,a,-0.00048131612,
79,Social Issues & Ethics,107,546,gpt-4,chat,a,-0.0019287518,,b,,-0.0022244835
93,Travel & Tourism,322,547,gpt-4,chat,a,-0.00040886595,,a,-0.00047475993,
58,Philosophy & Religion,94,548,gpt-4,chat,a,-0.0003931384,,b,,-0.01086129
66,Politics & Governance,252,549,gpt-4,chat,a,-0.0018700943,,b,,-0.16312565
13,Careers & Employment,21,550,gpt-4,chat,a,-0.0003732351,,a,-0.00039194638,-8.547267
82,Social Issues & Ethics,30,551,gpt-4,chat,a,-0.0035321286,,a,-0.00053003745,
22,Entertainment,258,552,gpt-4,chat,b,,-0.0036187202,b,,-8.208653e-05
18,Education & Learning,112,553,gpt-4,chat,a,-0.019240042,,b,,-0.0010636555
42,History & Archaeology,170,554,gpt-4,chat,a,-0.00053349434,,b,,-0.015523237
33,Food & Culinary,174,555,gpt-4,chat,a,-0.9635588,-1.1354338,b,,-0.0035900946
31,Food & Culinary,260,556,gpt-4,chat,a,-0.0010404328,,b,,-0.6779545
60,Philosophy & Religion,253,557,gpt-4,chat,a,-0.00061128667,,b,,-0.00022415895
33,Food & Culinary,255,558,gpt-4,chat,b,,-0.02506127,b,,-0.01435201
38,Healthcare & Medicine,59,559,gpt-4,chat,b,-6.1752133,-0.0040382682,b,,-0.0040943087
82,Social Issues & Ethics,91,560,gpt-4,chat,a,-0.0010244742,,a,-0.0020135753,
28,Fashion & Beauty,243,561,gpt-4,chat,a,-0.0046858494,,a,-0.0012049926,
90,Travel & Tourism,294,562,gpt-4,chat,b,,-0.014217096,b,,-0.0020831665
1,Art & Design,325,563,gpt-4,chat,a,-0.01479022,,a,-0.10278245,
9,Business & Finance,316,564,gpt-4,chat,a,-0.0008569086,-7.132975,a,-0.022929206,-3.8287878
57,Philosophy & Religion,310,565,gpt-4,chat,a,-0.008146428,,a,-0.0068617207,
81,Social Issues & Ethics,154,566,gpt-4,chat,a,-0.00078199187,,b,,-0.017043665
85,Sports & Fitness,318,567,gpt-4,chat,a,-0.025312003,,b,-16.625,-1.9361265e-07
53,Law & Legal Issues,332,568,gpt-4,chat,a,-0.00024287392,,a,-0.00036502103,
29,Fashion & Beauty,285,569,gpt-4,chat,b,-1.652879,-0.21306151,b,,-0.001143434
81,Social Issues & Ethics,4,570,gpt-4,chat,a,-0.00022690064,,a,-0.022356167,-4.013237
4,Art & Design,286,571,gpt-4,chat,a,-2.8444882e-05,,a,-1.0087517e-05,
23,Entertainment,73,572,gpt-4,chat,a,-0.016293589,,b,,-0.0016272176
75,Science & Technology,15,573,gpt-4,chat,b,,-0.007667317,a,-0.056944277,-3.2553144
13,Careers & Employment,171,574,gpt-4,chat,a,-0.00024037065,,a,-0.00013500563,
71,Psychology & Sociology,317,575,gpt-4,chat,a,-0.0011696294,,a,-0.0024411702,
2,Art & Design,38,576,gpt-4,chat,a,-0.000121542944,,a,-5.5122365e-07,-14.687501
85,Sports & Fitness,73,577,gpt-4,chat,b,,-0.0035400824,b,,-0.029018337
28,Fashion & Beauty,104,578,gpt-4,chat,a,-0.007976503,,b,-2.3027332,-0.16642255
2,Art & Design,331,579,gpt-4,chat,a,-0.003043078,,a,-5.8841815e-05,
59,Philosophy & Religion,122,580,gpt-4,chat,a,-0.0003678709,,b,-1.8763567,-0.1683718
53,Law & Legal Issues,41,581,gpt-4,chat,a,-0.00012142374,,a,-0.00014036978,
57,Philosophy & Religion,266,582,gpt-4,chat,a,-0.0047551384,,a,-0.12740563,
57,Philosophy & Religion,83,583,gpt-4,chat,a,-0.00032938644,,a,-0.13168167,
48,Hobbies & Leisure,127,584,gpt-4,chat,a,-0.009302078,,a,-0.0440185,
8,Business & Finance,194,585,gpt-4,chat,b,-3.8430414,-0.025483204,b,-1.5194049,-0.2542376
49,Hobbies & Leisure,81,586,gpt-4,chat,a,-0.04374286,,b,,-0.0028509982
79,Social Issues & Ethics,111,587,gpt-4,chat,a,-0.0003540543,,a,-0.034537006,
93,Travel & Tourism,67,588,gpt-4,chat,b,-0.92991567,-0.53892446,b,,-0.0016842282
76,Science & Technology,150,589,gpt-4,chat,a,-0.001241898,,a,-0.0007119551,
60,Philosophy & Religion,243,590,gpt-4,chat,a,-0.0020291617,,a,-0.002034157,
87,Sports & Fitness,137,591,gpt-4,chat,a,-0.0036436687,,a,-0.0012102339,
86,Sports & Fitness,214,592,gpt-4,chat,a,-0.0011827272,,a,-0.0006658526,
64,Politics & Governance,240,593,gpt-4,chat,a,-0.00014799883,,a,-0.00014740281,
65,Politics & Governance,81,594,gpt-4,chat,a,-0.000912298,,a,-0.043109607,
56,Law & Legal Issues,192,595,gpt-4,chat,a,-9.014684e-06,-11.625009,a,-6.515961e-05,
50,Hobbies & Leisure,224,596,gpt-4,chat,a,-0.0021181428,,a,-0.0065288534,
67,Psychology & Sociology,73,597,gpt-4,chat,a,-0.0010557954,,b,,-0.008938711
4,Art & Design,291,598,gpt-4,chat,a,-0.001419638,,a,-0.04004951,
66,Politics & Governance,147,599,gpt-4,chat,a,-0.012702942,,b,,-0.0016526869
75,Science & Technology,134,600,gpt-4,chat,a,-1.0385696,,a,-0.022807335,
43,History & Archaeology,112,601,gpt-4,chat,b,,-1.2625494,a,-0.13250226,
