batch,topic,index,sample,model,api,response_1,logprobs_1a,logprobs_1b,response_2,logprobs_2a,logprobs_2b
39,Healthcare & Medicine,192,252,davinci-002,chat,a,-0.4955476,-0.93965465,a,-0.39440173,-1.1211131
16,Education & Learning,266,253,davinci-002,chat,a,-0.33568949,-1.2547226,a,-0.5999092,-0.7959808
44,History & Archaeology,173,254,davinci-002,chat,a,-0.31223822,-1.3160491,b,-1.1084493,-0.40058264
34,Food & Culinary,458,255,davinci-002,chat,a,-0.46429446,-0.9904175,a,-0.27128688,-1.4371575
23,Entertainment,155,256,davinci-002,chat,b,-1.6537492,-0.21236584,a,-0.18178986,-1.7944226
39,Healthcare & Medicine,302,257,davinci-002,chat,b,-1.1595546,-0.37633243,a,-0.19505289,-1.7304265
35,Food & Culinary,317,258,davinci-002,chat,a,-0.22189301,-1.6144559,b,-2.143161,-0.12475129
4,Art & Design,539,259,davinci-002,chat,a,-0.19488397,-1.7312113,a,-0.19983016,-1.7085391
90,Travel & Tourism,655,260,davinci-002,chat,b,-1.7717361,-0.18637472,a,-0.44673672,-1.0208524
90,Travel & Tourism,441,261,davinci-002,chat,a,-0.67618644,-0.71040046,a,-0.5772399,-0.82427204
45,History & Archaeology,414,262,davinci-002,chat,b,-1.3142881,-0.31288436,a,-0.16728696,-1.8705226
82,Social Issues & Ethics,57,263,davinci-002,chat,b,-1.7479419,-0.19132027,b,-1.6566098,-0.21169023
85,Sports & Fitness,236,264,davinci-002,chat,b,-1.0733047,-0.41836315,b,-1.4463347,-0.26844394
25,Entertainment,430,265,davinci-002,chat,a,-0.15539071,-1.9385023,b,-1.3400044,-0.30360085
90,Travel & Tourism,530,266,davinci-002,chat,a,-0.27693704,-1.4192405,b,-1.5527266,-0.23783858
27,Fashion & Beauty,432,267,davinci-002,chat,a,-0.17653531,-1.821204,b,-1.2942897,-0.32033262
14,Careers & Employment,617,268,davinci-002,chat,a,-0.33640048,-1.2529426,a,-0.25653273,-1.4860249
65,Politics & Governance,539,269,davinci-002,chat,b,-1.2781566,-0.32649267,a,-0.24172275,-1.5383917
71,Psychology & Sociology,390,270,davinci-002,chat,a,-0.24018474,-1.5440369,a,-0.29404828,-1.3674355
72,Psychology & Sociology,372,271,davinci-002,chat,b,-0.8686558,-0.54389155,b,-1.2008291,-0.35802522
57,Philosophy & Religion,640,272,davinci-002,chat,b,-0.93845814,-0.49631566,a,-0.21587388,-1.6390573
6,Business & Finance,617,273,davinci-002,chat,a,-0.21844126,-1.6284716,a,-0.27224454,-1.4340907
69,Psychology & Sociology,581,274,davinci-002,chat,b,-0.9312134,-0.50099945,b,-1.2731856,-0.3284186
79,Social Issues & Ethics,484,275,davinci-002,chat,a,-0.18837386,-1.7620356,a,-0.35543734,-1.2068663
16,Education & Learning,608,276,davinci-002,chat,a,-0.19885051,-1.7129802,b,-1.3604078,-0.296462
7,Business & Finance,263,277,davinci-002,chat,a,-0.3203274,-1.2943035,b,-0.8861364,-0.53144586
65,Politics & Governance,602,278,davinci-002,chat,b,-1.126118,-0.3919909,b,-0.9855068,-0.4672077
58,Philosophy & Religion,221,279,davinci-002,chat,b,-0.84838796,-0.558799,a,-0.40866622,-1.0922409
62,Politics & Governance,563,280,davinci-002,chat,b,-1.0717965,-0.41914758,b,-0.9821129,-0.46923444
66,Politics & Governance,436,281,davinci-002,chat,b,-1.6088741,-0.22328453,b,-2.2091994,-0.11629628
89,Travel & Tourism,178,282,davinci-002,chat,a,-0.4067516,-1.0960445,b,-1.4070834,-0.2808474
64,Politics & Governance,50,283,davinci-002,chat,a,-0.14688018,-1.9906797,b,-1.8617036,-0.16890123
68,Psychology & Sociology,395,284,davinci-002,chat,a,-0.3176291,-1.3014853,a,-0.3555583,-1.2065829
74,Science & Technology,462,285,davinci-002,chat,b,-1.0981612,-0.40569073,b,-1.2319133,-0.34493524
77,Science & Technology,10,286,davinci-002,chat,a,-0.4648218,-0.9895258,a,-0.23550321,-1.5614729
7,Business & Finance,16,287,davinci-002,chat,a,-0.37518412,-1.1620722,a,-0.49958485,-0.9333922
67,Psychology & Sociology,468,288,davinci-002,chat,a,-0.59537673,-0.801523,b,-0.95756537,-0.4842263
9,Business & Finance,141,289,davinci-002,chat,b,-1.4754953,-0.25963306,b,-1.4173064,-0.277555
59,Philosophy & Religion,548,290,davinci-002,chat,b,-0.8570573,-0.5523583,a,-0.43999898,-1.0329288
53,Law & Legal Issues,408,291,davinci-002,chat,b,-0.93958724,-0.4955908,a,-0.4853591,-0.9557494
76,Science & Technology,282,292,davinci-002,chat,a,-0.17902367,-1.8084143,a,-0.1830972,-1.7878908
35,Food & Culinary,386,293,davinci-002,chat,b,-1.1052905,-0.40214264,a,-0.24509849,-1.5261425
64,Politics & Governance,403,294,davinci-002,chat,b,-1.4004076,-0.28302166,b,-1.4780622,-0.2588734
14,Careers & Employment,283,295,davinci-002,chat,b,-0.9495934,-0.4892243,b,-0.84987223,-0.5576893
9,Business & Finance,167,296,davinci-002,chat,a,-0.16138518,-1.9035689,a,-0.23536153,-1.5620065
53,Law & Legal Issues,570,297,davinci-002,chat,a,-0.46488985,-0.98941076,b,-1.2543598,-0.33583418
82,Social Issues & Ethics,381,298,davinci-002,chat,a,-0.576302,-0.8254742,a,-0.20395935,-1.6900815
86,Sports & Fitness,341,299,davinci-002,chat,b,-1.0711594,-0.4194794,a,-0.50130767,-0.9307396
55,Law & Legal Issues,571,300,davinci-002,chat,b,-0.7593086,-0.6310928,a,-0.38204697,-1.1471608
48,Hobbies & Leisure,59,301,davinci-002,chat,a,-0.19641936,-1.7241064,b,-1.3782496,-0.29037815
21,Entertainment,541,302,davinci-002,chat,a,-0.14614247,-1.9953551,b,-1.7724423,-0.18623017
82,Social Issues & Ethics,181,303,davinci-002,chat,a,-0.101943776,-2.3338735,b,-1.1445409,-0.38326845
32,Food & Culinary,119,304,davinci-002,chat,b,-0.9134364,-0.512733,b,-1.6441171,-0.21465851
34,Food & Culinary,599,305,davinci-002,chat,b,-1.3263751,-0.3084804,a,-0.19703859,-1.7212582
39,Healthcare & Medicine,274,306,davinci-002,chat,a,-0.60385096,-0.791206,a,-0.5707559,-0.83263487
48,Hobbies & Leisure,536,307,davinci-002,chat,b,-1.2619264,-0.3328302,a,-0.18809243,-1.7633946
2,Art & Design,536,308,davinci-002,chat,b,-0.8215357,-0.57938254,b,-0.86683685,-0.5452083
11,Careers & Employment,168,309,davinci-002,chat,b,-0.7231441,-0.66402394,b,-1.0542598,-0.4284015
44,History & Archaeology,549,310,davinci-002,chat,a,-0.23238242,-1.5733134,a,-0.20433414,-1.6884269
3,Art & Design,327,311,davinci-002,chat,a,-0.4021035,-1.1053697,b,-0.7169589,-0.66988933
63,Politics & Governance,488,312,davinci-002,chat,a,-0.1878165,-1.7647284,a,-0.119705535,-2.1819766
10,Business & Finance,89,313,davinci-002,chat,a,-0.32328108,-1.2865226,b,-0.9035049,-0.5194412
32,Food & Culinary,54,314,davinci-002,chat,a,-0.45597723,-1.0046527,a,-0.54861015,-0.862163
29,Fashion & Beauty,553,315,davinci-002,chat,a,-0.28955907,-1.3806846,b,-1.268619,-0.33019957
31,Food & Culinary,273,316,davinci-002,chat,a,-0.12593357,-2.134307,b,-1.5178494,-0.24741413
7,Business & Finance,520,317,davinci-002,chat,a,-0.18905744,-1.7587444,b,-1.2515996,-0.33693808
88,Sports & Fitness,523,318,davinci-002,chat,a,-0.30538422,-1.3349938,b,-1.0829947,-0.41336653
73,Science & Technology,263,319,davinci-002,chat,a,-0.45002007,-1.0150492,a,-0.58295536,-0.8170023
86,Sports & Fitness,114,320,davinci-002,chat,a,-0.51673424,-0.90749276,a,-0.47663003,-0.96988183
7,Business & Finance,361,321,davinci-002,chat,a,-0.53421754,-0.88219804,a,-0.53765655,-0.8773477
19,Education & Learning,85,322,davinci-002,chat,b,-1.2307034,-0.3454342,a,-0.15562643,-1.9371015
41,History & Archaeology,458,323,davinci-002,chat,a,-0.46130258,-0.99550134,a,-0.37459138,-1.1633754
5,Art & Design,559,324,davinci-002,chat,a,-0.15721008,-1.9277484,b,-1.6104826,-0.22288258
17,Education & Learning,335,325,davinci-002,chat,a,-0.41968474,-1.0707659,a,-0.35903674,-1.1984837
48,Hobbies & Leisure,178,326,davinci-002,chat,b,-1.036672,-0.43793622,b,-1.1826425,-0.36595768
85,Sports & Fitness,466,327,davinci-002,chat,a,-0.36135933,-1.1931274,b,-1.4053009,-0.28142613
61,Philosophy & Religion,96,328,davinci-002,chat,b,-0.9599012,-0.4827741,b,-1.2078478,-0.35501882
30,Fashion & Beauty,496,329,davinci-002,chat,a,-0.18742372,-1.7666321,b,-1.3346848,-0.30549473
9,Business & Finance,232,330,davinci-002,chat,b,-1.1171517,-0.39632267,a,-0.26715422,-1.4505343
48,Hobbies & Leisure,583,331,davinci-002,chat,a,-0.24000724,-1.544691,b,-1.0961257,-0.40671074
56,Law & Legal Issues,35,332,davinci-002,chat,b,-0.7557626,-0.6342225,a,-0.39197728,-1.1261463
43,History & Archaeology,233,333,davinci-002,chat,b,-1.5097778,-0.24969178,a,-0.36567247,-1.183288
33,Food & Culinary,191,334,davinci-002,chat,a,-0.13574688,-2.0640688,b,-1.0740304,-0.41798642
42,History & Archaeology,435,335,davinci-002,chat,b,-1.5081229,-0.2501616,b,-0.96306086,-0.48081827
45,History & Archaeology,22,336,davinci-002,chat,b,-1.6687278,-0.20885457,a,-0.1702549,-1.8543789
12,Careers & Employment,476,337,davinci-002,chat,b,-0.7342971,-0.6536239,a,-0.61128676,-0.7823111
62,Politics & Governance,484,338,davinci-002,chat,b,-1.1656559,-0.37355685,a,-0.13779636,-2.050085
85,Sports & Fitness,500,339,davinci-002,chat,a,-0.19672021,-1.7227212,b,-1.8548164,-0.17017366
32,Food & Culinary,15,340,davinci-002,chat,a,-0.19741687,-1.7195231,b,-1.299892,-0.31822544
92,Travel & Tourism,253,341,davinci-002,chat,b,-1.1155021,-0.397126,a,-0.35015634,-1.2193503
87,Sports & Fitness,95,342,davinci-002,chat,a,-0.31649727,-1.3045192,b,-0.86957955,-0.5432246
74,Science & Technology,344,343,davinci-002,chat,b,-1.1061761,-0.40170455,a,-0.29861885,-1.3541837
3,Art & Design,217,344,davinci-002,chat,b,-1.1920724,-0.36181882,b,-1.5626968,-0.23517838
43,History & Archaeology,64,345,davinci-002,chat,a,-0.265433,-1.4561756,a,-0.26559216,-1.4556518
53,Law & Legal Issues,276,346,davinci-002,chat,a,-0.49020514,-0.9480413,b,-1.081146,-0.41431403
86,Sports & Fitness,256,347,davinci-002,chat,a,-0.26858127,-1.4458884,a,-0.29897854,-1.3531511
54,Law & Legal Issues,45,348,davinci-002,chat,b,-0.8542869,-0.5544059,a,-0.25077942,-1.5059521
58,Philosophy & Religion,222,349,davinci-002,chat,b,-1.0759275,-0.41700342,b,-1.2402222,-0.3415329
53,Law & Legal Issues,172,350,davinci-002,chat,b,-1.1032274,-0.40316555,b,-1.6267825,-0.21885404
81,Social Issues & Ethics,540,351,davinci-002,chat,a,-0.15063943,-1.9672402,b,-1.0108244,-0.45242912
71,Psychology & Sociology,187,352,davinci-002,chat,a,-0.39436448,-1.1211902,a,-0.46617907,-0.9872362
17,Education & Learning,28,353,davinci-002,chat,a,-0.28261945,-1.401638,b,-1.4263974,-0.27466407
32,Food & Culinary,72,354,davinci-002,chat,a,-0.24843115,-1.5142355,a,-0.37661362,-1.1589394
8,Business & Finance,222,355,davinci-002,chat,a,-0.25428602,-1.493746,a,-0.23522557,-1.562519
20,Education & Learning,289,356,davinci-002,chat,a,-0.13591744,-2.0628965,b,-1.1593399,-0.3764305
19,Education & Learning,64,357,davinci-002,chat,b,-0.70734185,-0.67915124,a,-0.37799716,-1.1559207
51,Hobbies & Leisure,409,358,davinci-002,chat,a,-0.23488283,-1.5638127,a,-0.31626034,-1.3051558
46,History & Archaeology,554,359,davinci-002,chat,a,-0.5445832,-0.8676995,a,-0.4695559,-0.981576
50,Hobbies & Leisure,366,360,davinci-002,chat,a,-0.13529581,-2.0671768,a,-0.19668144,-1.7228999
66,Politics & Governance,51,361,davinci-002,chat,a,-0.16261351,-1.8965842,a,-0.3284592,-1.2730813
35,Food & Culinary,251,362,davinci-002,chat,b,-1.2781401,-0.32649904,a,-0.2437048,-1.5311766
12,Careers & Employment,415,363,davinci-002,chat,a,-0.49849683,-0.9350737,a,-0.24130945,-1.5399048
11,Careers & Employment,47,364,davinci-002,chat,b,-0.8096154,-0.58883977,a,-0.2591676,-1.477067
92,Travel & Tourism,492,365,davinci-002,chat,b,-1.5176857,-0.24746011,a,-0.25148347,-1.5034862
32,Food & Culinary,110,366,davinci-002,chat,a,-0.29613334,-1.3613608,a,-0.2859126,-1.3916217
20,Education & Learning,272,367,davinci-002,chat,a,-0.209084,-1.6677403,a,-0.347298,-1.2262005
40,Healthcare & Medicine,287,368,davinci-002,chat,a,-0.19750775,-1.7191066,b,-1.4793904,-0.25848132
79,Social Issues & Ethics,453,369,davinci-002,chat,a,-0.21205664,-1.6550574,a,-0.43463033,-1.042716
55,Law & Legal Issues,182,370,davinci-002,chat,a,-0.2728643,-1.4321127,b,-1.0904038,-0.40959477
5,Art & Design,525,371,davinci-002,chat,b,-1.4858862,-0.25657332,a,-0.26081297,-1.4715254
57,Philosophy & Religion,439,372,davinci-002,chat,a,-0.18385427,-1.7841312,a,-0.24320279,-1.5329977
55,Law & Legal Issues,146,373,davinci-002,chat,b,-0.9069604,-0.51709455,b,-0.84837705,-0.5588072
48,Hobbies & Leisure,229,374,davinci-002,chat,b,-0.70886713,-0.67767054,a,-0.42923954,-1.0526946
33,Food & Culinary,505,375,davinci-002,chat,b,-1.8359101,-0.17372066,a,-0.099550664,-2.3564515
72,Psychology & Sociology,444,376,davinci-002,chat,a,-0.21203697,-1.6551408,a,-0.2862495,-1.3906044
35,Food & Culinary,231,377,davinci-002,chat,a,-0.60975987,-0.78412586,b,-0.84745455,-0.5594983
51,Hobbies & Leisure,48,378,davinci-002,chat,a,-0.1165419,-2.2072096,a,-0.16355959,-1.8912436
36,Healthcare & Medicine,7,379,davinci-002,chat,a,-0.17990416,-1.8039353,b,-1.0137072,-0.4507837
13,Careers & Employment,151,380,davinci-002,chat,b,-0.83922416,-0.5657142,b,-1.1969577,-0.35969654
1,Art & Design,173,381,davinci-002,chat,b,-1.0363052,-0.43813774,a,-0.15039167,-1.9687663
50,Hobbies & Leisure,246,382,davinci-002,chat,a,-0.1607519,-1.9071928,b,-1.1881095,-0.3635513
60,Philosophy & Religion,364,383,davinci-002,chat,a,-0.13751142,-2.0520165,a,-0.19428362,-1.734006
16,Education & Learning,117,384,davinci-002,chat,a,-0.47416338,-0.97393453,b,-0.7405934,-0.64785045
16,Education & Learning,473,385,davinci-002,chat,a,-0.1378618,-2.049643,b,-1.6524322,-0.21267775
68,Psychology & Sociology,388,386,davinci-002,chat,a,-0.3102191,-1.3215792,b,-1.676905,-0.20696482
7,Business & Finance,167,387,davinci-002,chat,a,-0.566311,-0.83844006,a,-0.33677116,-1.2520162
4,Art & Design,488,388,davinci-002,chat,b,-1.3054283,-0.31615904,a,-0.2220008,-1.614022
27,Fashion & Beauty,14,389,davinci-002,chat,a,-0.21383016,-1.6475841,a,-0.13032207,-2.1022
67,Psychology & Sociology,16,390,davinci-002,chat,a,-0.5842102,-0.815419,a,-0.39421034,-1.1215091
10,Business & Finance,216,391,davinci-002,chat,b,-0.804237,-0.5931736,a,-0.17022684,-1.8545301
9,Business & Finance,510,392,davinci-002,chat,b,-0.9684212,-0.47752306,a,-0.2601709,-1.4736834
89,Travel & Tourism,336,393,davinci-002,chat,a,-0.26566344,-1.4554179,b,-1.3986862,-0.2835853
84,Sports & Fitness,36,394,davinci-002,chat,b,-1.9303697,-0.15676442,b,-1.4558654,-0.26552725
65,Politics & Governance,106,395,davinci-002,chat,a,-0.1459243,-1.996743,b,-1.2903079,-0.3218402
88,Sports & Fitness,97,396,davinci-002,chat,b,-1.1487495,-0.3813087,b,-1.7128239,-0.1988849
81,Social Issues & Ethics,4,397,davinci-002,chat,b,-0.81655097,-0.58331275,b,-1.1202903,-0.39479974
57,Philosophy & Religion,235,398,davinci-002,chat,a,-0.6127711,-0.7805529,a,-0.48616344,-0.9544633
83,Social Issues & Ethics,170,399,davinci-002,chat,a,-0.1662375,-1.8763052,b,-1.4773555,-0.25908226
26,Fashion & Beauty,422,400,davinci-002,chat,b,-1.7792677,-0.1848387,a,-0.21525541,-1.6416279
16,Education & Learning,193,401,davinci-002,chat,a,-0.21007863,-1.6634744,a,-0.3795078,-1.1526401
93,Travel & Tourism,159,402,davinci-002,chat,a,-0.6583788,-0.7291681,a,-0.19217497,-1.7438984
43,History & Archaeology,331,403,davinci-002,chat,b,-1.4313405,-0.27310675,b,-1.7859788,-0.18348175
18,Education & Learning,25,404,davinci-002,chat,b,-0.9138523,-0.51245457,a,-0.19038118,-1.7524081
53,Law & Legal Issues,380,405,davinci-002,chat,a,-0.31292543,-1.3141767,b,-1.2901697,-0.32189274
37,Healthcare & Medicine,114,406,davinci-002,chat,a,-0.3110605,-1.3192697,a,-0.64617676,-0.742433
68,Psychology & Sociology,44,407,davinci-002,chat,b,-1.5051745,-0.2510012,b,-1.4242185,-0.2753538
12,Careers & Employment,508,408,davinci-002,chat,a,-0.17686778,-1.819484,a,-0.51962674,-0.9032327
34,Food & Culinary,200,409,davinci-002,chat,a,-0.21899731,-1.6261972,b,-0.8141816,-0.585193
33,Food & Culinary,245,410,davinci-002,chat,b,-0.8138482,-0.58545846,b,-0.8784779,-0.53685266
26,Fashion & Beauty,261,411,davinci-002,chat,b,-1.7395189,-0.1931054,b,-1.7501161,-0.19086246
15,Careers & Employment,228,412,davinci-002,chat,a,-0.08930737,-2.459993,a,-0.613334,-0.7798875
56,Law & Legal Issues,396,413,davinci-002,chat,b,-0.9314931,-0.5008176,a,-0.2921865,-1.3729017
14,Careers & Employment,371,414,davinci-002,chat,a,-0.35049006,-1.218555,a,-0.6880523,-0.69826806
27,Fashion & Beauty,174,415,davinci-002,chat,b,-1.2214047,-0.34929618,a,-0.2978437,-1.3564146
26,Fashion & Beauty,131,416,davinci-002,chat,b,-1.7280575,-0.1955639,b,-1.9799353,-0.14859065
1,Art & Design,469,417,davinci-002,chat,b,-0.74409753,-0.64466745,a,-0.07621371,-2.6120794
20,Education & Learning,137,418,davinci-002,chat,a,-0.12692536,-2.1269484,b,-1.558267,-0.23635615
46,History & Archaeology,199,419,davinci-002,chat,b,-1.4502482,-0.26724195,a,-0.21690112,-1.634805
77,Science & Technology,454,420,davinci-002,chat,a,-0.2274936,-1.5922245,b,-1.1201568,-0.3948645
23,Entertainment,492,421,davinci-002,chat,a,-0.26631016,-1.4532952,b,-1.6943455,-0.20299721
8,Business & Finance,291,422,davinci-002,chat,a,-0.2549128,-1.4915843,b,-1.4739215,-0.26010013
29,Fashion & Beauty,120,423,davinci-002,chat,a,-0.4546239,-1.0069997,b,-2.1500738,-0.123836346
83,Social Issues & Ethics,107,424,davinci-002,chat,b,-1.5365889,-0.24221633,b,-1.5294071,-0.24419367
77,Science & Technology,477,425,davinci-002,chat,b,-1.7992436,-0.18083154,b,-2.0850058,-0.13273904
75,Science & Technology,310,426,davinci-002,chat,b,-1.4521234,-0.26666805,a,-0.3170006,-1.3031685
3,Art & Design,221,427,davinci-002,chat,a,-0.4327537,-1.0461723,a,-0.65187204,-0.73619974
81,Social Issues & Ethics,390,428,davinci-002,chat,a,-0.495479,-0.9397615,a,-0.5410087,-0.8726585
77,Science & Technology,291,429,davinci-002,chat,a,-0.22272024,-1.6111327,a,-0.24778563,-1.5165272
50,Hobbies & Leisure,157,430,davinci-002,chat,b,-0.7792968,-0.6138343,b,-1.3064684,-0.31577244
8,Business & Finance,466,431,davinci-002,chat,a,-0.13671662,-2.0574243,b,-1.7069119,-0.20019041
11,Careers & Employment,351,432,davinci-002,chat,a,-0.41016826,-1.0892721,b,-1.2482328,-0.33829018
92,Travel & Tourism,151,433,davinci-002,chat,b,-1.738236,-0.19337887,b,-0.7133554,-0.67333925
56,Law & Legal Issues,323,434,davinci-002,chat,b,-1.1834337,-0.3656083,a,-0.41593406,-1.0779977
28,Fashion & Beauty,317,435,davinci-002,chat,a,-0.1336954,-2.0782945,b,-1.7175633,-0.19784506
38,Healthcare & Medicine,300,436,davinci-002,chat,a,-0.3853986,-1.1399953,a,-0.4660583,-0.9874397
93,Travel & Tourism,431,437,davinci-002,chat,b,-0.9687785,-0.47730437,b,-1.1100216,-0.39980885
12,Careers & Employment,209,438,davinci-002,chat,a,-0.18319228,-1.7874174,a,-0.21578646,-1.63942
88,Sports & Fitness,144,439,davinci-002,chat,a,-0.30381367,-1.3394048,b,-1.1551577,-0.37834796
61,Philosophy & Religion,350,440,davinci-002,chat,a,-0.18433462,-1.7817544,b,-1.3497612,-0.30016252
18,Education & Learning,13,441,davinci-002,chat,b,-1.4213146,-0.276276,b,-1.9003204,-0.16195522
18,Education & Learning,43,442,davinci-002,chat,a,-0.30548868,-1.3347017,a,-0.2960727,-1.3615367
31,Food & Culinary,352,443,davinci-002,chat,b,-0.9244559,-0.505419,a,-0.122097716,-2.1633613
51,Hobbies & Leisure,456,444,davinci-002,chat,a,-0.2072945,-1.6754723,a,-0.20411712,-1.6893847
26,Fashion & Beauty,314,445,davinci-002,chat,a,-0.20144881,-1.7012542,a,-0.2680275,-1.4476883
90,Travel & Tourism,193,446,davinci-002,chat,b,-1.4830393,-0.25740758,a,-0.35207194,-1.2147963
10,Business & Finance,185,447,davinci-002,chat,b,-1.1493201,-0.38104394,a,-0.20800126,-1.6724101
81,Social Issues & Ethics,41,448,davinci-002,chat,b,-1.0534647,-0.42882705,b,-1.4395694,-0.27053633
48,Hobbies & Leisure,355,449,davinci-002,chat,b,-1.381093,-0.289422,a,-0.25717568,-1.4838297
22,Entertainment,235,450,davinci-002,chat,a,-0.2769139,-1.4193127,a,-0.3088441,-1.3253694
40,Healthcare & Medicine,126,451,davinci-002,chat,b,-1.5258977,-0.24516653,b,-1.2564111,-0.33501673
57,Philosophy & Religion,304,452,davinci-002,chat,b,-1.1650443,-0.37383407,b,-1.4140595,-0.27859583
91,Travel & Tourism,17,453,davinci-002,chat,b,-1.1842885,-0.36523107,b,-1.3825213,-0.28894296
49,Hobbies & Leisure,199,454,davinci-002,chat,b,-1.0345142,-0.4391238,b,-1.0822076,-0.41376957
17,Education & Learning,201,455,davinci-002,chat,a,-0.3992962,-1.1110653,a,-0.32734582,-1.2759504
18,Education & Learning,67,456,davinci-002,chat,a,-0.5053917,-0.92449725,a,-0.33676785,-1.2520244
22,Entertainment,45,457,davinci-002,chat,a,-0.34416702,-1.2337811,a,-0.44349298,-1.0266382
1,Art & Design,76,458,davinci-002,chat,a,-0.09059865,-2.4462733,a,-0.25920424,-1.4769434
70,Psychology & Sociology,70,459,davinci-002,chat,b,-0.87183493,-0.5416004,b,-1.0021255,-0.45744017
66,Politics & Governance,235,460,davinci-002,chat,a,-0.1567523,-1.9304416,b,-1.5461376,-0.23961519
11,Careers & Employment,32,461,davinci-002,chat,b,-0.9195691,-0.5086461,a,-0.47089687,-0.9793426
89,Travel & Tourism,359,462,davinci-002,chat,a,-0.26243666,-1.4660957,a,-0.22826006,-1.5892296
65,Politics & Governance,100,463,davinci-002,chat,b,-0.8391917,-0.5657389,a,-0.35826638,-1.2002692
86,Sports & Fitness,340,464,davinci-002,chat,b,-1.7020246,-0.20127688,a,-0.24059804,-1.5425161
82,Social Issues & Ethics,110,465,davinci-002,chat,b,-0.7068835,-0.67959696,b,-0.82450336,-0.5770592
93,Travel & Tourism,361,466,davinci-002,chat,a,-0.32672545,-1.277554,b,-1.3484815,-0.3006109
62,Politics & Governance,389,467,davinci-002,chat,a,-0.15219232,-1.957742,b,-0.9768337,-0.47240868
79,Social Issues & Ethics,376,468,davinci-002,chat,b,-0.9169083,-0.5104142,b,-0.9797952,-0.4706247
43,History & Archaeology,442,469,davinci-002,chat,a,-0.20691557,-1.677119,b,-1.911183,-0.16005765
50,Hobbies & Leisure,334,470,davinci-002,chat,a,-0.39365014,-1.1226693,b,-1.0725968,-0.41873103
87,Sports & Fitness,127,471,davinci-002,chat,b,-0.764993,-0.62611896,a,-0.41504955,-1.0797148
67,Psychology & Sociology,111,472,davinci-002,chat,a,-0.2825781,-1.4017645,a,-0.4441902,-1.0253899
93,Travel & Tourism,188,473,davinci-002,chat,a,-0.4427802,-1.0279167,b,-1.4363492,-0.27153894
9,Business & Finance,145,474,davinci-002,chat,a,-0.3242412,-1.2840114,b,-1.6634127,-0.21009311
78,Science & Technology,290,475,davinci-002,chat,a,-0.3977177,-1.1142895,b,-0.9935928,-0.4624229
54,Law & Legal Issues,40,476,davinci-002,chat,a,-0.55936587,-0.8476311,a,-0.24156229,-1.5389789
66,Politics & Governance,358,477,davinci-002,chat,a,-0.11247199,-2.2407603,a,-0.3800768,-1.1514086
65,Politics & Governance,54,478,davinci-002,chat,a,-0.13602701,-2.062144,b,-0.7702303,-0.621583
71,Psychology & Sociology,347,479,davinci-002,chat,b,-0.7730632,-0.6191478,b,-0.83423537,-0.5695259
38,Healthcare & Medicine,243,480,davinci-002,chat,a,-0.48323438,-0.95915985,a,-0.4961769,-0.93867415
37,Healthcare & Medicine,292,481,davinci-002,chat,a,-0.571189,-0.8320723,b,-0.8327577,-0.5706613
57,Philosophy & Religion,123,482,davinci-002,chat,b,-0.9927715,-0.4629062,b,-1.0531044,-0.42902
4,Art & Design,180,483,davinci-002,chat,a,-0.18521568,-1.7774131,b,-1.1905613,-0.3624783
55,Law & Legal Issues,47,484,davinci-002,chat,b,-0.6936642,-0.6926304,a,-0.40028808,-1.1090474
6,Business & Finance,264,485,davinci-002,chat,a,-0.17757094,-1.8158575,a,-0.29545644,-1.3633275
11,Careers & Employment,302,486,davinci-002,chat,b,-1.1357468,-0.38740245,a,-0.32699886,-1.276847
77,Science & Technology,339,487,davinci-002,chat,a,-0.16591653,-1.8780824,a,-0.19390611,-1.7357686
29,Fashion & Beauty,44,488,davinci-002,chat,b,-1.4334487,-0.27244553,b,-1.7237523,-0.19649625
71,Psychology & Sociology,263,489,davinci-002,chat,a,-0.33102,-1.2665249,b,-1.0210501,-0.44662538
7,Business & Finance,103,490,davinci-002,chat,a,-0.35048556,-1.2185657,a,-0.25633857,-1.4866891
49,Hobbies & Leisure,363,491,davinci-002,chat,a,-0.36239946,-1.1907419,b,-1.7668662,-0.18737549
61,Philosophy & Religion,156,492,davinci-002,chat,b,-1.8699515,-0.16739105,b,-1.9900869,-0.14697394
12,Careers & Employment,357,493,davinci-002,chat,a,-0.35905623,-1.1984384,a,-0.29149905,-1.3749303
2,Art & Design,220,494,davinci-002,chat,a,-0.32981676,-1.269598,a,-0.5523243,-0.85710335
39,Healthcare & Medicine,164,495,davinci-002,chat,b,-0.82565427,-0.5761616,a,-0.3494087,-1.2211356
72,Psychology & Sociology,231,496,davinci-002,chat,b,-1.7491139,-0.19107333,a,-0.156536,-1.9317168
71,Psychology & Sociology,397,497,davinci-002,chat,a,-0.39709967,-1.115556,a,-0.36460474,-1.1857107
34,Food & Culinary,155,498,davinci-002,chat,a,-0.1777839,-1.8147621,a,-0.19642955,-1.7240593
23,Entertainment,240,499,davinci-002,chat,a,-0.32506192,-1.2818719,b,-1.5106368,-0.24944825
80,Social Issues & Ethics,175,500,davinci-002,chat,a,-0.090545505,-2.4468343,b,-1.5204567,-0.24668348
73,Science & Technology,158,501,davinci-002,chat,a,-0.5598204,-0.84702516,a,-0.21814273,-1.6296952
91,Travel & Tourism,331,502,davinci-002,chat,b,-1.5049341,-0.25106984,b,-1.7953387,-0.18160735
